mileage_km,engine_temp_c,rpm,vibration_level,oil_quality_pct,brake_pad_mm,battery_voltage,coolant_level_pct,vehicle_age_years,failure_risk
103766.0,80.9,2242.0,0.011,81.7,7.03,12.04,98.6,7.5,0
49939.0,100.3,2387.0,0.0337,89.5,8.77,11.63,84.6,2.6,0
5372.0,96.2,2281.0,0.012,95.9,12.0,13.19,75.9,1.0,0
79089.0,93.0,2046.0,0.0243,72.6,8.27,12.64,82.9,6.6,0
169214.0,102.6,2020.0,0.0446,44.3,3.92,12.17,96.7,12.4,0
34271.0,93.2,2358.0,0.0329,72.0,8.59,13.16,79.3,3.6,0
4555.0,92.1,2584.0,0.1087,92.1,11.09,12.92,85.9,0.7,0
19870.0,88.6,2363.0,0.0192,72.2,11.82,13.37,93.1,1.2,0
107282.0,81.4,2563.0,0.0563,72.3,5.56,13.01,78.9,6.8,0
74234.0,81.4,1137.0,0.1218,90.2,7.39,13.39,82.8,4.9,0
131240.0,91.8,2833.0,0.0106,74.0,6.06,13.53,72.3,8.0,0
58731.0,102.2,1680.0,0.0665,78.2,7.97,11.11,80.5,3.6,1
95048.0,96.8,1047.0,0.014,67.7,5.69,12.77,67.7,7.4,0
41296.0,96.8,3493.0,0.0058,100.0,9.24,13.28,100.0,1.5,0
21435.0,76.7,3187.0,0.008,92.7,12.0,12.88,53.8,0.2,0
95234.0,96.3,2193.0,0.025,74.6,5.96,11.69,68.4,7.0,0
108501.0,85.2,2949.0,0.0408,69.2,5.21,12.71,60.1,7.0,0
34972.0,92.1,1968.0,0.0183,91.1,11.85,13.17,88.5,0.8,0
159178.0,96.6,1871.0,0.0186,53.9,4.41,11.64,100.0,10.6,0
162131.0,76.1,1784.0,0.0823,59.2,4.24,12.4,100.0,10.6,0
25103.0,91.9,1752.0,0.0346,89.5,9.05,12.1,69.9,1.3,0
26202.0,92.8,2019.0,0.0321,85.9,9.16,11.97,88.0,2.3,0
27356.0,102.0,1700.0,0.0425,91.6,10.8,12.73,84.8,0.8,0
52801.0,83.8,600.0,0.1136,98.4,7.98,11.92,90.7,3.5,0
42953.0,89.3,2072.0,0.0152,81.7,10.67,12.15,84.3,2.7,0
17008.0,92.0,1522.0,0.0369,86.4,10.02,12.85,86.2,1.2,0
28087.0,83.8,2408.0,0.0036,81.5,11.31,12.75,79.9,0.5,0
5531.0,83.6,2032.0,0.0202,95.2,11.34,12.51,86.7,0.2,0
6979.0,83.1,2644.0,0.0588,100.0,11.08,13.38,81.0,0.5,0
13740.0,88.5,2209.0,0.0367,93.8,9.82,12.87,65.9,1.3,0
202576.0,111.0,1314.0,0.0474,72.7,4.14,11.31,100.0,15.0,0
186628.0,88.9,1314.0,0.1571,47.9,1.84,11.98,64.1,13.1,0
99162.0,95.9,1331.0,0.0288,69.5,7.89,12.31,87.6,7.0,0
35287.0,90.4,1595.0,0.074,69.3,9.05,13.08,67.1,3.4,0
13493.0,86.3,1708.0,0.0116,96.5,12.0,10.79,71.4,0.7,0
57779.0,89.7,2844.0,0.0362,94.7,9.95,12.39,73.9,5.1,0
80689.0,99.2,2330.0,0.0199,77.3,7.91,12.85,90.2,6.3,0
30562.0,89.4,897.0,0.1052,94.1,9.81,12.68,100.0,1.7,0
77569.0,88.1,1587.0,0.0048,81.9,8.9,11.4,87.1,6.7,0
19684.0,87.2,2174.0,0.0368,84.5,10.33,12.93,100.0,1.7,0
35917.0,78.1,1497.0,0.0537,98.3,10.57,12.02,42.2,4.1,0
47435.0,102.5,2257.0,0.0098,66.3,10.03,11.93,90.8,3.4,0
190299.0,84.6,1613.0,0.0378,61.2,3.48,12.31,96.2,12.2,0
27714.0,107.6,2106.0,0.0556,92.5,10.6,11.5,63.0,1.2,0
80398.0,92.9,1802.0,0.0335,79.6,6.55,12.68,100.0,5.1,0
23971.0,106.9,2279.0,0.0153,86.2,8.5,12.76,87.6,1.1,0
20941.0,87.6,3209.0,0.0584,94.5,9.82,12.64,90.4,2.4,0
30441.0,81.2,2825.0,0.0548,93.8,11.75,12.82,75.9,2.0,0
59349.0,102.5,1443.0,0.0075,76.8,9.85,12.97,100.0,2.7,0
173194.0,83.3,3958.0,0.0627,49.9,4.22,13.27,88.1,11.7,0
34623.0,105.4,3027.0,0.0676,83.1,9.03,11.84,63.9,2.4,0
109080.0,96.9,1720.0,0.1089,86.7,6.98,11.88,76.5,6.9,0
196557.0,107.6,1594.0,0.0449,42.9,1.18,12.86,99.6,13.3,1
70721.0,78.3,2438.0,0.0774,91.5,8.32,12.61,82.5,4.7,0
123103.0,101.5,2693.0,0.0307,74.6,4.64,12.32,94.3,8.7,0
28968.0,81.1,3437.0,0.0396,100.0,10.85,12.78,100.0,2.4,0
78838.0,61.2,2556.0,0.0479,81.8,7.28,13.51,98.6,5.5,0
93937.0,100.8,1735.0,0.1114,80.3,8.08,12.43,88.5,5.2,0
16179.0,89.9,1845.0,0.0363,87.0,11.73,11.95,100.0,2.8,0
26417.0,101.5,2639.0,0.0409,96.3,10.4,12.7,94.0,0.5,0
45769.0,91.1,1262.0,0.0158,100.0,8.06,12.28,97.5,2.9,0
31206.0,90.3,3246.0,0.0071,86.6,10.09,12.27,88.5,1.2,0
50203.0,108.0,1819.0,0.0487,90.9,9.55,12.4,87.2,3.7,0
13824.0,91.4,2872.0,0.0336,100.0,11.02,12.86,89.5,1.0,0
183863.0,84.3,3040.0,0.0498,52.5,2.94,11.5,83.5,12.1,0
116966.0,88.9,4338.0,0.0114,76.0,6.72,12.94,82.7,9.0,0
300000.0,91.9,1986.0,0.0809,22.6,0.5,12.62,85.2,20.0,1
18235.0,60.0,2005.0,0.0613,92.6,11.62,11.95,88.3,1.0,0
81111.0,95.9,1969.0,0.0069,71.6,8.77,13.66,87.0,6.1,0
31467.0,106.3,2322.0,0.0168,100.0,10.87,12.31,62.9,3.3,0
20821.0,89.4,1749.0,0.0044,97.7,12.0,12.52,80.8,2.3,0
112425.0,85.0,3048.0,0.0101,66.1,5.59,12.88,94.5,7.4,0
60854.0,94.7,2906.0,0.0289,86.2,7.43,11.84,100.0,2.8,0
43265.0,110.9,2020.0,0.0114,90.7,10.86,13.44,97.7,3.1,0
72315.0,95.6,1703.0,0.0856,76.5,8.44,12.73,78.4,5.4,0
27475.0,92.6,1895.0,0.0587,97.1,10.64,12.7,100.0,1.2,0
26637.0,85.3,1872.0,0.0164,95.2,12.0,12.15,92.5,1.8,0
32486.0,77.2,2546.0,0.0854,91.6,9.09,12.97,69.5,2.1,0
128271.0,90.3,2335.0,0.0106,72.7,4.67,13.79,95.7,9.7,0
121179.0,90.5,2775.0,0.0159,79.4,7.32,12.01,94.4,9.6,0
17384.0,66.8,3241.0,0.01,100.0,10.58,13.19,87.2,2.1,0
178605.0,81.3,2409.0,0.0039,56.4,2.18,12.81,100.0,11.8,0
56921.0,103.9,2615.0,0.0588,73.7,9.45,12.42,100.0,4.7,0
80131.0,86.9,3919.0,0.1042,80.8,8.76,13.67,93.2,5.9,0
31558.0,60.5,2599.0,0.0283,79.5,10.06,11.16,98.0,2.0,0
59292.0,109.2,1857.0,0.046,94.0,9.1,12.02,75.7,5.6,0
20699.0,79.3,2152.0,0.0251,100.0,11.22,12.86,98.7,0.8,0
29643.0,84.4,1034.0,0.0681,89.9,11.03,12.4,100.0,2.5,0
105999.0,102.7,2582.0,0.0671,80.1,7.16,12.14,86.1,7.7,0
107744.0,81.1,1815.0,0.0495,64.9,6.96,12.84,64.2,7.0,1
82856.0,66.4,1576.0,0.0065,70.7,6.84,12.06,100.0,6.0,0
40994.0,92.6,1594.0,0.0467,91.9,9.76,12.88,99.2,3.5,0
17082.0,99.6,3000.0,0.0384,90.4,10.05,12.84,73.3,1.3,0
138995.0,84.4,2019.0,0.0157,63.8,6.04,12.21,83.6,9.6,0
113373.0,88.5,2735.0,0.0121,84.2,5.92,12.5,100.0,7.6,0
8455.0,75.8,2470.0,0.1339,100.0,11.68,12.1,75.5,1.2,0
109053.0,78.1,2340.0,0.0402,69.4,6.44,12.49,71.1,7.1,0
43243.0,86.1,1932.0,0.0275,83.9,9.3,12.68,80.0,2.6,0
96183.0,97.8,2547.0,0.0759,56.4,7.02,12.07,97.1,6.4,0
14020.0,91.2,1902.0,0.056,100.0,10.11,13.54,54.7,1.9,0
33042.0,102.2,2310.0,0.0258,68.3,9.79,13.13,87.6,0.8,0
62710.0,109.8,2974.0,0.1187,84.9,8.72,12.44,75.7,3.5,0
183913.0,100.6,3122.0,0.0839,46.5,3.32,12.1,93.8,14.1,0
62834.0,70.9,1895.0,0.0169,90.9,7.97,14.06,82.2,4.4,0
124737.0,86.6,2461.0,0.0041,66.9,7.28,12.27,100.0,8.0,0
69461.0,100.5,2609.0,0.0346,82.7,7.01,11.12,96.8,5.3,0
67599.0,88.6,2366.0,0.1422,80.6,9.73,12.83,83.3,3.9,0
86145.0,70.6,2734.0,0.0115,76.0,6.62,10.97,96.7,4.1,0
55733.0,83.4,2742.0,0.0202,89.0,7.82,13.02,74.2,4.0,0
104209.0,62.7,3486.0,0.0558,71.1,6.16,12.85,72.3,6.4,0
22207.0,86.7,3709.0,0.0328,97.4,11.5,12.78,98.6,1.6,0
56035.0,81.8,2085.0,0.0398,91.0,7.4,13.73,82.0,4.0,0
194396.0,85.7,3362.0,0.1528,42.9,1.71,12.68,98.4,13.1,0
128324.0,104.2,2507.0,0.061,80.5,5.8,12.78,62.8,7.2,0
74073.0,74.0,2076.0,0.0096,80.2,7.9,12.86,61.7,5.0,0
116349.0,81.4,2625.0,0.1485,70.5,5.86,12.02,82.4,8.1,0
161048.0,76.3,2037.0,0.0117,47.0,4.43,12.8,77.0,9.6,0
7122.0,102.9,2170.0,0.0849,97.7,12.0,13.01,82.2,0.2,0
46695.0,103.6,1432.0,0.0759,80.6,9.38,12.14,90.2,2.3,0
32942.0,94.3,2256.0,0.0172,98.8,10.7,12.09,100.0,2.8,0
15142.0,93.7,2853.0,0.0468,96.2,11.86,12.91,74.1,0.2,0
213015.0,75.6,2704.0,0.0411,40.2,0.5,12.73,96.7,14.9,1
89144.0,92.4,2455.0,0.0175,78.8,7.44,11.8,70.8,6.3,0
113516.0,76.5,3416.0,0.0127,76.3,4.64,12.15,55.7,7.4,0
34220.0,90.5,3694.0,0.0509,72.9,11.69,11.97,80.4,1.1,0
45883.0,85.9,2549.0,0.0975,88.9,10.65,12.13,100.0,2.4,0
58103.0,82.9,3318.0,0.067,71.3,8.58,11.92,77.4,4.5,0
78270.0,90.3,2444.0,0.0399,82.6,8.37,12.35,89.3,6.2,0
101491.0,98.1,2262.0,0.0286,82.2,4.27,12.04,79.2,5.9,0
96956.0,111.3,2873.0,0.0188,78.6,8.83,12.3,98.4,7.4,0
48397.0,96.6,2151.0,0.0161,88.2,8.89,11.88,73.6,3.8,0
165324.0,117.3,600.0,0.0183,66.0,4.37,12.78,77.4,11.0,0
143350.0,92.4,2019.0,0.0324,62.0,3.69,11.62,86.7,9.0,0
72515.0,111.4,1146.0,0.0181,91.6,9.97,12.45,78.6,4.4,0
59800.0,95.2,1928.0,0.0335,90.2,9.11,12.16,58.0,5.4,0
45453.0,92.9,1818.0,0.0706,96.0,7.47,13.2,71.2,3.2,0
78604.0,88.0,1823.0,0.0223,67.8,8.43,12.83,81.5,6.3,0
138229.0,93.6,1464.0,0.0445,68.4,5.13,13.57,86.8,9.4,0
60863.0,95.2,1361.0,0.0308,93.0,7.94,12.04,100.0,3.7,0
36619.0,73.0,1747.0,0.0079,91.9,10.81,12.48,81.4,2.9,0
59821.0,98.4,1940.0,0.1368,100.0,8.71,12.96,73.9,5.7,1
73517.0,72.2,1991.0,0.0502,84.5,9.09,12.14,100.0,4.4,0
20785.0,98.4,2381.0,0.0424,90.4,10.32,12.0,75.7,2.1,0
15857.0,97.2,2694.0,0.0087,95.7,10.9,12.15,95.6,1.2,0
37450.0,107.1,1493.0,0.0181,100.0,10.11,12.72,72.8,1.3,0
165092.0,79.7,1588.0,0.0132,72.2,4.12,12.05,100.0,9.8,0
132955.0,78.2,3365.0,0.0455,58.9,5.14,13.81,86.4,8.5,0
12242.0,103.3,2730.0,0.1246,89.8,12.0,12.78,100.0,1.1,0
25532.0,77.1,1657.0,0.0675,100.0,9.03,12.09,84.1,2.4,0
100267.0,75.9,1323.0,0.0505,74.4,8.8,13.05,79.5,5.4,0
41559.0,92.5,1851.0,0.0128,91.5,10.83,12.33,79.9,3.3,0
81730.0,89.4,2023.0,0.0466,80.3,8.75,12.99,65.8,5.4,0
13042.0,91.9,2677.0,0.0068,100.0,11.47,12.63,74.5,0.9,0
58885.0,96.5,600.0,0.0316,90.2,8.32,12.85,86.9,4.4,0
54237.0,96.5,1525.0,0.0112,82.0,10.11,12.04,71.2,5.0,0
113900.0,89.1,3460.0,0.0881,77.6,6.88,12.97,86.7,7.8,0
78283.0,90.6,2211.0,0.05,84.8,7.65,12.08,86.6,4.1,0
65036.0,89.2,2244.0,0.0275,100.0,8.59,12.72,83.3,4.2,1
9937.0,90.4,1805.0,0.0355,100.0,11.32,13.41,93.9,1.3,0
198569.0,73.4,2752.0,0.0655,61.6,1.17,12.62,93.6,13.9,1
95204.0,99.1,937.0,0.0436,74.7,7.82,12.92,98.0,6.9,0
31735.0,102.6,1903.0,0.1044,100.0,10.08,13.28,87.9,1.7,0
63787.0,97.6,743.0,0.0062,96.2,9.2,13.25,96.0,3.2,0
42632.0,96.7,2186.0,0.0235,91.2,10.05,12.06,92.9,3.3,0
49521.0,78.1,1888.0,0.0202,94.7,7.77,12.91,77.3,2.3,0
131542.0,73.0,1059.0,0.0041,66.3,6.56,11.83,80.7,9.3,0
25417.0,100.0,2907.0,0.0078,79.4,12.0,12.17,65.0,2.2,0
98047.0,90.3,2683.0,0.0276,82.0,6.32,12.61,94.5,6.2,0
135362.0,92.0,2921.0,0.0125,70.4,5.17,12.11,90.2,8.9,0
87396.0,92.6,1145.0,0.0505,89.1,9.11,12.88,73.7,6.0,0
51545.0,93.1,1497.0,0.0211,88.2,9.93,13.73,78.0,2.9,0
29729.0,97.8,3041.0,0.0831,95.0,8.7,12.25,62.8,0.9,0
33558.0,88.9,2767.0,0.0539,92.9,10.05,12.02,100.0,2.2,0
64797.0,67.1,3182.0,0.0428,64.6,8.36,12.64,99.8,4.4,0
60764.0,98.3,2032.0,0.0975,84.8,8.12,11.94,91.2,5.1,0
106817.0,96.9,2123.0,0.0866,80.3,6.45,12.63,72.4,6.5,0
14098.0,74.5,2631.0,0.0237,97.4,11.97,12.83,84.8,1.8,0
130414.0,76.0,1254.0,0.1911,69.8,4.58,13.98,82.3,7.8,0
286553.0,100.6,2337.0,0.2134,37.0,1.54,12.38,90.6,18.0,1
55500.0,103.4,3975.0,0.0463,87.3,10.26,12.27,73.0,3.5,0
48946.0,60.0,1950.0,0.0209,90.1,9.21,12.35,58.4,2.5,0
52764.0,95.3,1078.0,0.0171,76.1,8.45,12.32,71.4,2.4,0
63095.0,87.4,2488.0,0.1051,79.2,10.15,12.83,77.2,5.8,0
45886.0,90.9,1569.0,0.0282,99.0,7.73,10.56,91.0,2.7,1
7309.0,91.6,2125.0,0.001,100.0,12.0,12.93,90.4,2.3,0
51841.0,80.9,2961.0,0.0335,95.7,10.11,12.44,64.8,2.7,0
66030.0,97.8,2591.0,0.0043,96.0,9.83,12.84,74.0,3.0,0
140134.0,81.7,1858.0,0.0254,66.5,2.41,12.14,65.7,10.4,0
25108.0,99.0,2787.0,0.0422,87.3,10.82,12.97,99.7,1.1,0
178822.0,101.6,1032.0,0.0789,51.0,2.16,11.92,100.0,12.0,0
43341.0,79.5,2338.0,0.0451,86.3,9.98,11.76,87.1,1.8,0
28001.0,79.8,1931.0,0.0176,94.3,10.89,12.58,100.0,1.8,0
95222.0,91.4,600.0,0.0637,69.8,9.15,12.48,98.3,5.3,0
39297.0,108.0,1353.0,0.0296,83.4,8.87,12.56,94.5,2.6,0
56341.0,82.9,2190.0,0.0019,99.1,8.49,11.37,52.5,3.4,0
59382.0,85.2,2723.0,0.0058,91.5,7.88,12.68,80.1,4.1,0
91370.0,93.9,2215.0,0.0947,89.8,7.95,12.42,79.9,6.6,0
55038.0,97.9,1993.0,0.0519,79.3,10.98,12.71,60.1,3.9,0
50385.0,96.3,2767.0,0.1012,93.7,9.55,12.41,94.3,3.7,0
42411.0,90.4,2392.0,0.0114,100.0,9.51,13.82,87.9,2.7,0
84901.0,86.3,2898.0,0.0208,77.4,9.12,12.47,67.1,5.3,0
37581.0,94.0,2602.0,0.0263,86.2,10.85,13.03,65.2,2.9,0
143318.0,60.0,1702.0,0.0184,69.1,2.43,13.35,81.4,9.5,1
59896.0,112.4,2670.0,0.0398,90.5,9.86,12.96,100.0,3.9,0
10577.0,87.8,2873.0,0.1424,98.1,11.08,12.73,87.2,1.0,0
73477.0,92.2,3180.0,0.0234,85.4,7.12,13.54,100.0,4.1,0
82579.0,115.2,1831.0,0.0752,95.2,9.3,11.87,71.2,6.6,0
144417.0,81.1,1946.0,0.0488,68.4,3.82,12.82,86.6,9.4,0
30945.0,118.0,2816.0,0.04,100.0,9.45,11.97,100.0,2.2,0
27010.0,98.9,2789.0,0.0186,87.5,9.35,12.71,100.0,1.8,0
93554.0,95.4,1843.0,0.0116,63.7,6.22,11.94,96.9,6.8,0
128605.0,97.7,1729.0,0.1606,70.4,4.78,11.35,66.1,8.8,0
29854.0,79.9,1897.0,0.0116,100.0,10.64,11.63,100.0,2.0,0
71519.0,70.2,2255.0,0.0905,74.4,7.63,13.38,90.6,5.9,1
55784.0,75.8,1579.0,0.0863,84.6,8.96,12.03,71.5,1.2,0
30808.0,103.0,2494.0,0.0171,100.0,9.93,12.43,85.2,3.0,0
53247.0,78.8,991.0,0.0389,97.5,9.41,12.13,100.0,4.3,0
122392.0,70.2,1618.0,0.0125,68.0,6.74,13.16,100.0,6.7,0
60093.0,89.0,2329.0,0.0164,89.2,8.49,11.57,87.3,4.7,0
51049.0,96.9,1556.0,0.0755,95.4,9.5,12.08,91.1,4.3,0
90081.0,90.5,1907.0,0.0969,81.7,7.03,14.31,100.0,6.5,0
130091.0,97.3,2111.0,0.0144,81.0,6.54,13.24,86.0,7.4,0
24697.0,103.9,3685.0,0.0173,89.8,9.53,12.02,76.3,2.2,0
73726.0,96.9,1286.0,0.1701,86.2,10.41,13.15,67.5,5.7,0
43571.0,88.2,2365.0,0.0548,96.6,8.7,12.36,84.4,2.4,0
60299.0,83.5,1483.0,0.003,75.3,10.63,12.85,84.7,4.4,0
95198.0,99.2,1456.0,0.0324,69.1,6.61,11.81,95.9,6.1,0
46452.0,93.3,1587.0,0.0094,89.7,9.14,12.42,78.5,3.8,0
54711.0,79.7,2090.0,0.0264,96.5,8.32,12.88,58.8,3.4,0
115560.0,105.6,3204.0,0.0847,75.8,5.46,11.8,67.3,7.2,1
81129.0,93.1,3022.0,0.138,76.6,6.89,12.31,100.0,5.4,0
53744.0,97.8,1879.0,0.0859,86.3,9.7,12.71,100.0,2.5,0
64874.0,85.3,2013.0,0.0214,94.6,7.62,12.94,100.0,4.2,0
61321.0,103.6,2614.0,0.045,89.5,6.75,12.72,70.5,4.4,0
9694.0,71.0,2240.0,0.0833,100.0,10.44,13.0,80.8,1.3,0
65710.0,110.1,1754.0,0.044,84.4,9.0,11.31,97.9,4.6,0
17702.0,66.7,2663.0,0.0092,95.2,12.0,11.27,62.1,0.2,0
127609.0,73.5,3335.0,0.0426,65.6,7.58,12.26,57.2,9.6,0
17285.0,93.0,2941.0,0.0186,100.0,11.63,13.25,65.7,2.3,0
41809.0,83.6,3150.0,0.0236,86.7,11.43,12.27,74.6,2.9,0
35484.0,86.1,2102.0,0.016,100.0,11.45,11.96,100.0,1.8,0
160599.0,83.6,1442.0,0.061,52.8,2.55,11.03,90.7,10.3,0
123990.0,80.6,800.0,0.0188,65.6,6.65,12.4,95.0,8.1,0
4100.0,93.8,750.0,0.0399,100.0,11.89,11.68,77.8,0.5,0
57791.0,89.4,2058.0,0.0455,95.3,10.98,12.06,65.5,3.6,0
20933.0,100.6,2555.0,0.1312,86.0,10.27,12.22,85.3,0.7,0
65898.0,91.0,2790.0,0.0683,91.6,9.84,11.19,78.3,5.2,0
93666.0,85.0,2370.0,0.1081,85.9,8.97,12.22,79.1,6.5,0
70125.0,99.3,1695.0,0.0128,88.9,8.66,13.62,94.6,3.8,0
97722.0,68.0,2658.0,0.0451,74.8,8.42,13.74,86.4,6.7,0
47472.0,60.0,1361.0,0.0038,82.7,8.66,13.47,76.4,3.3,0
71795.0,70.9,1427.0,0.0332,91.7,8.71,11.87,85.1,4.2,0
95283.0,85.9,2629.0,0.0636,76.4,8.81,13.51,69.4,7.3,0
40497.0,94.7,1337.0,0.019,80.5,11.1,12.32,72.9,2.8,0
27634.0,60.0,1664.0,0.1246,90.1,10.53,11.92,80.2,1.7,0
33830.0,89.9,1516.0,0.0388,80.2,8.46,12.28,62.3,2.2,0
53177.0,85.7,2318.0,0.0517,80.1,7.77,12.93,92.0,3.9,0
59015.0,91.6,2612.0,0.0692,93.2,7.66,12.0,61.0,3.9,0
74885.0,67.1,2630.0,0.0647,81.5,8.16,12.54,68.2,4.9,0
30966.0,121.4,1794.0,0.0409,100.0,10.11,12.03,76.2,2.9,0
97236.0,90.4,2083.0,0.0429,69.3,6.62,13.37,87.7,5.3,0
185245.0,75.4,2715.0,0.0024,43.8,2.56,12.57,81.9,11.3,0
35711.0,91.6,1829.0,0.026,96.0,9.47,12.16,44.8,3.0,0
254117.0,107.9,1561.0,0.0456,28.2,0.5,11.53,73.0,18.9,0
201707.0,74.6,1751.0,0.0206,44.4,0.5,12.7,100.0,14.1,1
58872.0,72.1,1774.0,0.0485,81.1,9.59,12.78,91.8,5.4,0
51934.0,88.6,2221.0,0.1152,89.9,12.0,12.12,67.1,3.1,0
33410.0,89.6,2181.0,0.0763,81.9,11.05,12.09,76.2,1.7,0
107406.0,98.5,2083.0,0.0386,75.5,9.08,11.08,96.8,7.5,0
61950.0,107.7,1640.0,0.0371,95.2,10.46,12.51,77.1,4.9,0
66999.0,99.4,1547.0,0.0687,81.2,7.73,12.73,69.9,3.4,0
28174.0,73.3,2654.0,0.0252,89.3,9.89,12.03,72.5,1.7,0
109523.0,77.1,2440.0,0.0873,77.3,5.66,11.99,88.7,7.3,0
48714.0,80.4,1896.0,0.0284,88.8,11.73,13.4,89.8,2.7,0
22477.0,99.3,2160.0,0.0138,95.5,11.95,12.54,100.0,1.0,0
55348.0,97.3,3048.0,0.0242,94.3,9.37,12.52,87.7,4.4,0
29856.0,105.1,2150.0,0.0608,96.3,10.05,11.79,93.6,2.4,0
144558.0,96.7,2196.0,0.0478,62.1,2.31,11.86,78.3,10.3,0
199984.0,82.5,3269.0,0.0331,45.9,2.19,12.38,72.3,13.6,0
56582.0,87.6,2949.0,0.0178,93.4,9.44,12.92,70.1,3.1,0
121653.0,72.5,1751.0,0.0156,63.9,5.36,12.62,80.9,8.4,0
119604.0,97.5,2949.0,0.0145,73.7,5.29,11.93,78.0,7.2,0
779.0,82.5,2081.0,0.0462,100.0,12.0,12.84,66.7,0.2,0
33876.0,104.7,1465.0,0.0129,89.7,9.91,12.09,72.7,1.4,0
64033.0,97.2,3113.0,0.0299,69.3,8.33,12.12,100.0,3.8,0
41377.0,113.3,1703.0,0.0618,100.0,9.99,12.7,71.4,2.8,0
31608.0,95.0,1843.0,0.1961,75.4,10.92,13.03,81.8,1.7,0
125098.0,94.8,1933.0,0.0419,50.1,6.14,13.62,44.0,7.6,0
40035.0,87.8,3626.0,0.0255,95.4,10.0,14.1,78.3,3.6,1
75030.0,85.4,1534.0,0.0392,87.4,8.97,12.18,99.3,4.9,0
117743.0,86.9,1778.0,0.0695,63.9,4.94,13.25,79.1,7.4,0
150281.0,102.0,1960.0,0.003,74.5,4.53,12.71,70.0,9.2,0
22585.0,73.8,2569.0,0.011,85.7,12.0,11.81,69.0,0.2,0
24507.0,90.8,2151.0,0.0593,100.0,8.79,12.51,91.6,1.5,0
69048.0,70.0,1733.0,0.0643,90.3,8.76,13.15,99.1,3.5,0
7179.0,94.5,2637.0,0.0259,100.0,11.19,12.62,100.0,1.0,1
25641.0,84.5,3150.0,0.0559,100.0,10.6,13.18,43.3,1.7,0
134486.0,96.0,1064.0,0.0219,60.2,6.1,12.22,73.4,10.2,0
92007.0,81.1,1723.0,0.0194,73.2,7.29,12.18,85.3,6.3,0
53176.0,86.9,2558.0,0.054,83.0,10.11,12.18,98.4,3.0,0
82515.0,97.6,1337.0,0.1089,89.7,7.19,11.62,100.0,4.0,0
96503.0,91.5,2092.0,0.0299,76.8,6.77,13.44,73.7,7.1,0
15639.0,108.5,3090.0,0.0471,91.1,11.04,11.88,78.8,0.2,0
39442.0,84.2,2636.0,0.0346,79.2,10.73,13.37,76.1,2.3,0
146832.0,83.2,2565.0,0.0782,49.4,2.75,12.76,90.5,11.1,0
69955.0,104.8,2723.0,0.0109,93.0,8.29,12.53,98.0,5.2,0
73040.0,85.6,2427.0,0.0389,86.1,8.87,13.07,100.0,5.2,0
56696.0,85.0,1964.0,0.0147,98.5,10.64,12.71,89.9,4.5,0
9774.0,94.6,2875.0,0.0049,100.0,10.56,12.43,69.1,1.4,0
35217.0,88.0,1867.0,0.0324,90.5,8.95,12.3,94.0,3.6,0
78997.0,86.3,2087.0,0.1304,83.9,7.81,13.15,100.0,4.8,0
40225.0,81.7,1041.0,0.0048,100.0,10.04,11.62,100.0,2.4,0
23369.0,106.3,1866.0,0.0464,89.3,10.87,11.31,71.5,0.8,0
26373.0,88.2,2255.0,0.0548,95.4,10.12,12.94,99.5,1.7,0
148850.0,83.3,2218.0,0.056,53.8,2.98,12.22,100.0,9.8,0
38434.0,86.4,2847.0,0.0019,75.4,9.84,12.95,100.0,1.2,0
129459.0,94.3,1893.0,0.032,71.0,6.26,11.73,73.3,8.1,0
73288.0,107.5,1922.0,0.0366,85.6,8.93,12.09,78.5,6.0,0
48503.0,88.0,1821.0,0.025,88.5,7.98,13.12,92.5,3.4,0
30300.0,79.6,2369.0,0.0595,89.5,9.04,12.41,71.6,2.6,0
93752.0,113.0,3282.0,0.0207,84.1,7.18,11.95,83.8,6.2,0
118929.0,91.6,600.0,0.1114,69.1,6.37,10.74,84.7,6.4,0
100126.0,88.7,1859.0,0.0559,78.5,7.86,13.2,90.3,6.6,0
17387.0,90.9,1954.0,0.0916,100.0,11.92,12.69,75.1,2.0,0
38344.0,75.1,708.0,0.0079,96.0,8.71,12.87,100.0,1.6,0
42301.0,89.5,2113.0,0.039,98.1,11.47,13.04,80.1,3.4,0
7604.0,99.1,1953.0,0.0644,100.0,11.58,11.85,100.0,0.2,0
81925.0,104.6,1893.0,0.0477,63.6,7.85,12.12,100.0,5.5,0
90413.0,85.7,1428.0,0.0557,85.7,9.35,11.84,85.8,6.5,0
88211.0,92.3,2139.0,0.0407,83.8,9.39,12.32,54.2,5.6,0
78176.0,104.9,1383.0,0.0014,81.1,7.32,11.19,77.7,7.2,0
45315.0,90.5,1611.0,0.0592,80.5,9.17,11.85,85.7,2.6,0
29252.0,98.6,2060.0,0.0187,100.0,12.0,13.39,99.6,1.5,0
45185.0,95.1,2915.0,0.0152,89.1,10.03,11.76,78.3,3.2,0
73721.0,82.0,2487.0,0.0077,79.5,7.91,12.21,77.3,4.3,0
137614.0,79.0,2630.0,0.0297,65.7,4.52,12.73,79.7,8.0,0
61930.0,102.7,3573.0,0.13,75.1,9.97,13.12,89.0,3.3,0
60347.0,60.0,2508.0,0.0541,88.2,8.65,13.13,92.1,4.6,0
8490.0,82.0,1467.0,0.0467,95.8,9.64,12.89,77.7,0.3,0
77317.0,73.3,1806.0,0.0887,82.6,9.34,12.05,77.7,6.5,0
